Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Wheat,25.1,64.7,35.9,5,23.3,Stressed
Corn,14.8,20.2,45.6,5,22.4,Stressed
Soybeans,30.0,58.9,5.0,8,11.0,Stressed
Wheat,27.7,52.6,33.0,5,28.6,Stressed
Wheat,28.0,81.6,36.2,5,26.1,Stressed
Corn,24.5,83.9,37.6,5,34.7,Stressed
Corn,20.8,64.9,73.3,2,55.9,Moderate
Rice,34.5,49.4,36.9,4,16.6,Stressed
Tomato,35.0,61.1,27.1,5,10.4,Stressed
Soybeans,24.6,73.1,42.4,4,40.2,Stressed
Tomato,21.6,70.4,45.4,6,28.6,Stressed
Soybeans,14.6,24.6,53.4,4,23.2,Stressed
Wheat,26.4,37.8,66.6,2,46.1,Stressed
Corn,21.0,71.2,72.8,1,50.6,Moderate
Corn,22.1,40.7,46.5,4,35.1,Stressed
Wheat,30.8,65.0,5.0,8,1.2,Stressed
Wheat,19.2,72.2,55.8,5,35.4,Stressed
Soybeans,36.5,68.9,45.4,1,31.2,Stressed
Wheat,18.9,67.1,32.7,7,21.6,Stressed
Soybeans,12.7,52.6,55.8,5,17.4,Stressed
Tomato,21.1,39.2,58.6,4,38.6,Stressed
Corn,27.1,86.9,37.6,5,31.9,Stressed
Corn,25.8,30.8,48.3,4,37.2,Stressed
Corn,26.1,61.7,70.4,1,53.2,Moderate
Tomato,23.3,51.4,67.7,2,39.3,Stressed
Tomato,22.0,79.8,72.6,1,50.8,Moderate
Rice,17.6,60.4,57.1,4,33.4,Stressed
Soybeans,25.8,46.8,64.7,3,51.1,Moderate
Soybeans,31.3,52.8,49.2,2,27.2,Stressed
Rice,25.1,73.2,62.1,2,49.1,Stressed
Corn,20.4,75.9,27.0,7,28.3,Stressed
Soybeans,25.9,69.6,66.6,2,47.2,Stressed
Soybeans,33.8,61.5,40.7,3,17.1,Stressed
Corn,23.8,45.3,70.7,1,49.4,Stressed
Wheat,17.6,49.0,66.6,3,42.5,Stressed
Wheat,26.3,66.8,51.4,4,36.4,Stressed
Rice,28.5,75.1,22.0,7,19.2,Stressed
Tomato,30.2,37.7,22.7,6,2.7,Stressed
Soybeans,29.2,34.3,43.5,4,36.2,Stressed
Soybeans,26.0,56.8,66.8,1,55.6,Moderate
Rice,20.0,63.4,43.3,5,34.2,Stressed
Rice,19.1,62.4,57.4,3,40.3,Stressed
Soybeans,23.0,67.9,61.0,2,40.9,Stressed
Corn,28.7,51.8,49.9,3,41.8,Stressed
Corn,21.1,78.4,66.6,3,46.2,Stressed
Tomato,22.1,82.6,55.0,3,38.7,Stressed
Soybeans,19.7,67.9,63.5,4,39.3,Stressed
Soybeans,34.4,52.2,24.6,6,8.8,Stressed
Soybeans,23.7,18.0,42.0,5,23.2,Stressed
Soybeans,29.0,49.9,42.8,4,28.0,Stressed
Rice,34.5,61.9,57.6,1,35.8,Stressed
Wheat,19.3,69.4,37.6,6,17.0,Stressed
Soybeans,29.6,54.6,48.2,3,23.9,Stressed
Wheat,24.4,58.3,53.2,3,47.5,Stressed
Corn,33.4,85.2,52.8,3,32.0,Stressed
Tomato,20.2,43.4,34.2,6,21.5,Stressed
Corn,26.3,34.9,48.3,3,27.4,Stressed
Soybeans,28.8,23.9,44.2,4,19.5,Stressed
Corn,20.9,74.2,65.5,3,42.1,Stressed
Rice,23.8,39.8,26.4,7,10.3,Stressed
Wheat,24.2,54.6,35.8,5,27.5,Stressed
Soybeans,31.6,72.2,67.0,2,43.9,Stressed
Rice,38.3,83.1,25.0,4,5.4,Stressed
Wheat,34.5,60.6,28.1,4,4.8,Stressed
Rice,33.6,44.8,54.6,2,31.8,Stressed
Corn,-0.1,65.1,80.3,5,34.5,Stressed
Soybeans,25.8,44.0,43.1,6,38.3,Stressed
Corn,25.4,58.8,46.4,4,31.8,Stressed
Tomato,29.8,38.9,63.7,0,42.0,Stressed
Soybeans,16.4,47.3,87.9,1,43.5,Stressed
Corn,29.4,93.6,21.9,7,22.1,Stressed
Soybeans,12.5,76.0,50.6,6,27.0,Stressed
Wheat,31.2,49.8,6.2,8,2.0,Stressed
Soybeans,15.1,53.3,43.2,7,19.9,Stressed
Soybeans,32.3,70.7,22.1,5,23.8,Stressed
Wheat,32.0,53.7,46.8,3,18.3,Stressed
Corn,23.0,78.2,37.4,5,30.3,Stressed
Soybeans,27.6,36.4,48.7,3,33.4,Stressed
Rice,25.0,58.9,40.0,5,38.2,Stressed
Soybeans,16.1,47.9,29.1,8,11.5,Stressed
Corn,28.4,63.8,54.9,2,34.3,Stressed
Wheat,32.1,61.8,36.3,4,11.8,Stressed
Corn,23.1,60.3,31.5,6,27.3,Stressed
Tomato,28.8,66.3,42.5,3,32.4,Stressed
Soybeans,19.7,64.1,46.9,6,23.8,Stressed
Soybeans,30.5,42.9,29.4,6,23.0,Stressed
Wheat,25.1,58.3,44.6,5,31.7,Stressed
Soybeans,24.9,58.3,68.4,2,58.0,Moderate
Rice,27.8,59.2,57.3,2,41.7,Stressed
Rice,34.2,92.9,37.2,4,22.6,Stressed
Corn,28.2,60.4,32.0,5,23.6,Stressed
Wheat,18.5,84.5,21.3,7,17.7,Stressed
Tomato,20.7,30.7,64.6,4,40.7,Stressed
Corn,24.6,51.2,42.1,5,29.2,Stressed
Wheat,28.0,56.2,34.5,5,22.2,Stressed
Wheat,18.0,83.1,20.2,8,6.1,Stressed
Corn,27.1,27.1,55.2,2,34.0,Stressed
Corn,30.3,74.5,52.7,3,37.7,Stressed
Soybeans,22.0,68.0,56.3,3,39.9,Stressed
Tomato,36.8,68.1,46.7,2,23.1,Stressed
Rice,20.5,56.9,54.3,4,32.5,Stressed
Soybeans,26.2,62.3,21.4,7,14.1,Stressed
Wheat,12.5,59.2,53.0,7,16.6,Stressed
Tomato,23.1,49.8,45.5,5,42.8,Stressed
Tomato,24.1,73.5,33.4,7,18.4,Stressed
Corn,22.4,61.2,68.3,2,53.3,Moderate
Tomato,20.6,48.2,48.7,5,32.8,Stressed
Tomato,21.9,66.1,58.7,3,39.0,Stressed
Wheat,28.8,56.8,55.4,3,41.9,Stressed
Soybeans,13.5,53.3,71.1,3,29.1,Stressed
Tomato,13.8,34.5,58.8,4,22.0,Stressed
Corn,22.1,52.1,52.6,4,38.5,Stressed
Soybeans,24.3,51.4,18.7,7,17.3,Stressed
Corn,20.3,64.6,54.8,3,37.4,Stressed
Tomato,25.4,54.2,5.0,9,6.0,Stressed
Soybeans,28.7,100.3,56.7,2,48.5,Stressed
Tomato,30.9,37.0,5.0,9,0.0,Stressed
Wheat,32.9,41.3,13.2,7,1.4,Stressed
Soybeans,17.1,51.9,31.8,8,10.7,Stressed
Corn,20.4,65.5,73.8,2,48.1,Stressed
Wheat,19.7,55.1,76.9,2,55.6,Moderate
Rice,31.1,50.8,34.9,4,18.7,Stressed
Corn,21.2,42.1,36.1,6,25.0,Stressed
Tomato,26.8,66.4,40.7,4,27.2,Stressed
Corn,16.5,101.0,58.2,4,45.5,Stressed
Rice,21.1,44.1,49.5,5,33.0,Stressed
Corn,19.6,68.6,68.2,2,47.5,Stressed
Wheat,29.1,83.5,5.0,9,14.3,Stressed
Corn,17.5,62.1,91.5,1,59.1,Moderate
Soybeans,35.7,65.1,35.7,3,18.4,Stressed
Rice,26.3,58.8,56.5,3,43.2,Stressed
Corn,20.6,86.8,71.8,3,55.6,Moderate
Rice,27.0,72.0,58.1,2,42.3,Stressed
Wheat,20.1,77.1,76.8,2,49.4,Stressed
Soybeans,18.6,58.0,68.9,2,42.7,Stressed
Tomato,29.2,70.2,44.0,4,34.0,Stressed
Corn,33.2,58.9,40.8,4,13.8,Stressed
Wheat,27.3,71.6,66.7,2,45.0,Stressed
Rice,17.6,53.9,46.6,6,20.5,Stressed
Rice,20.1,77.5,56.4,4,46.4,Stressed
Wheat,34.2,68.2,25.7,5,9.4,Stressed
Corn,29.8,53.1,43.5,4,20.5,Stressed
Tomato,18.2,73.1,67.8,3,46.9,Stressed
Corn,20.7,55.3,76.0,1,49.1,Stressed
Soybeans,26.1,41.5,42.5,4,35.0,Stressed
Corn,24.1,55.8,43.4,4,27.4,Stressed
Soybeans,37.5,55.9,18.0,5,0.0,Stressed
Rice,20.6,42.6,76.3,1,53.3,Moderate
Soybeans,28.6,67.5,58.1,3,43.3,Stressed
Tomato,26.8,66.3,37.5,5,26.9,Stressed
Wheat,15.0,59.8,33.4,8,15.1,Stressed
Soybeans,10.6,72.3,66.7,4,28.1,Stressed
Corn,22.7,54.5,61.0,4,43.4,Stressed
Soybeans,27.5,37.7,47.0,4,32.9,Stressed
Rice,34.5,50.3,37.3,3,10.5,Stressed
Soybeans,20.3,47.5,43.2,5,27.6,Stressed
Tomato,27.8,54.5,39.8,5,29.0,Stressed
Soybeans,23.3,61.5,29.8,6,30.6,Stressed
Tomato,35.4,90.3,17.8,6,9.2,Stressed
Corn,24.8,36.9,30.9,7,22.3,Stressed
Rice,22.4,73.3,62.0,4,57.1,Moderate
Wheat,26.0,45.0,74.0,2,53.1,Moderate
Corn,26.2,66.9,25.0,6,28.8,Stressed
Corn,33.4,50.4,5.0,8,1.5,Stressed
Wheat,25.0,63.5,62.9,2,50.3,Moderate
Soybeans,27.6,84.5,29.8,7,24.5,Stressed
Soybeans,15.1,37.8,26.0,9,6.5,Stressed
Soybeans,18.1,64.7,62.9,2,45.8,Stressed
Rice,22.7,65.3,34.8,6,32.0,Stressed
Corn,25.6,75.4,64.7,2,46.0,Stressed
Tomato,20.4,61.1,73.0,3,42.2,Stressed
Wheat,26.7,111.7,55.1,4,49.9,Stressed
Corn,21.9,77.8,58.8,2,44.2,Stressed
Soybeans,35.2,69.5,25.2,6,10.8,Stressed
Wheat,23.8,65.5,52.1,4,46.4,Stressed
Tomato,27.6,68.9,8.1,8,8.7,Stressed
Corn,23.7,62.1,55.7,2,41.9,Stressed
Corn,24.4,62.2,48.2,4,42.5,Stressed
Rice,28.3,37.2,32.2,6,22.6,Stressed
Corn,25.8,68.8,5.0,9,16.5,Stressed
Corn,21.9,68.6,47.3,5,32.5,Stressed
Tomato,27.0,65.3,38.7,6,33.0,Stressed
Tomato,24.0,65.7,37.1,6,32.3,Stressed
Wheat,28.5,71.4,39.2,4,27.0,Stressed
Soybeans,31.9,66.9,48.4,2,21.5,Stressed
Tomato,31.0,61.3,37.0,4,24.5,Stressed
Wheat,18.6,65.0,38.6,7,26.4,Stressed
Corn,6.8,78.5,67.2,6,31.0,Stressed
Wheat,38.5,82.0,31.6,4,6.3,Stressed
Wheat,28.1,45.3,30.0,5,20.2,Stressed
Wheat,27.3,54.1,42.2,4,25.9,Stressed
Wheat,20.7,74.3,57.8,3,36.3,Stressed
Tomato,12.7,68.4,82.0,3,40.8,Stressed
Soybeans,13.0,50.4,80.4,3,44.9,Stressed
Wheat,23.0,60.9,49.6,5,33.2,Stressed
Rice,25.9,71.8,44.8,4,34.4,Stressed
Corn,35.1,88.8,44.7,3,24.2,Stressed
Corn,26.5,95.3,17.4,6,25.6,Stressed
Corn,29.0,32.8,54.4,2,29.4,Stressed
Corn,21.8,72.8,17.8,8,15.2,Stressed
Corn,22.3,50.6,49.6,4,31.0,Stressed
Wheat,16.2,77.3,44.6,6,30.4,Stressed
Soybeans,17.6,39.4,53.6,5,28.2,Stressed
Rice,17.6,49.7,64.1,3,34.0,Stressed
Tomato,22.8,57.4,71.3,2,57.7,Moderate
Rice,15.0,70.1,83.8,0,49.8,Stressed
Tomato,20.1,54.4,65.8,3,51.7,Moderate
Tomato,24.8,49.1,54.7,4,50.6,Moderate
Rice,10.6,34.4,38.7,8,4.1,Stressed
Wheat,33.9,50.0,47.0,2,24.2,Stressed
Corn,35.7,70.1,49.6,1,27.0,Stressed
Wheat,31.2,82.3,68.0,1,50.0,Moderate
Corn,27.4,44.4,63.3,2,44.7,Stressed
Soybeans,27.0,45.8,59.1,2,42.7,Stressed
Tomato,28.2,48.9,41.6,4,25.6,Stressed
Rice,25.5,58.2,71.6,1,52.0,Moderate
Soybeans,26.1,62.9,50.0,3,35.7,Stressed
Corn,15.0,55.4,72.8,3,52.4,Moderate
Wheat,25.7,36.3,32.5,7,20.7,Stressed
Rice,28.0,29.5,59.2,2,42.4,Stressed
Tomato,27.0,52.6,61.5,2,37.9,Stressed
Soybeans,31.9,68.0,25.7,6,20.4,Stressed
Tomato,33.8,60.1,22.3,6,0.0,Stressed
Corn,21.8,85.3,47.6,5,35.1,Stressed
Tomato,18.2,37.2,76.9,1,47.9,Stressed
Wheat,32.5,61.5,43.8,2,29.6,Stressed
Soybeans,29.0,80.9,58.3,2,51.4,Moderate
Soybeans,21.6,55.5,57.3,3,47.4,Stressed
Wheat,23.7,40.8,58.2,4,31.3,Stressed
Tomato,23.2,19.4,59.1,3,34.0,Stressed
Wheat,26.6,55.2,49.0,3,44.9,Stressed
Rice,33.6,52.3,47.2,3,23.7,Stressed
Wheat,19.6,50.3,77.3,2,48.5,Stressed
Tomato,26.8,64.5,48.3,4,35.1,Stressed
Wheat,26.5,87.2,41.1,4,30.4,Stressed
Corn,13.1,39.4,49.3,5,26.3,Stressed
Wheat,40.0,45.6,26.1,4,1.8,Stressed
Wheat,26.3,57.8,55.5,3,41.0,Stressed
Tomato,31.9,70.8,43.7,3,22.5,Stressed
Rice,15.3,54.2,62.2,4,36.1,Stressed
Rice,36.6,68.7,12.2,6,0.0,Stressed
Tomato,22.9,38.4,42.7,4,29.3,Stressed
Tomato,11.2,60.7,72.9,3,45.1,Stressed
Tomato,16.5,59.8,70.2,3,41.7,Stressed
Corn,17.6,83.5,50.6,5,34.4,Stressed
Soybeans,20.4,77.0,58.2,3,34.1,Stressed
Wheat,17.3,61.7,66.7,4,39.1,Stressed
Tomato,29.9,45.7,31.8,5,26.8,Stressed
Tomato,26.1,25.0,55.9,3,41.1,Stressed
Tomato,28.1,46.7,39.9,4,26.5,Stressed
Rice,27.6,92.8,40.9,5,41.3,Stressed
Tomato,23.5,32.8,54.7,4,34.9,Stressed
Wheat,15.6,46.3,46.0,6,17.5,Stressed
Tomato,15.9,61.9,87.1,1,48.8,Stressed
Wheat,16.2,79.0,48.1,6,21.8,Stressed
Corn,18.4,40.8,57.5,4,34.8,Stressed
Soybeans,35.2,67.0,42.5,2,19.0,Stressed
Rice,16.0,48.2,64.9,4,40.8,Stressed
Wheat,33.9,41.7,26.0,5,4.1,Stressed
Corn,18.7,51.1,52.9,5,30.2,Stressed
Soybeans,16.9,59.3,70.5,3,40.6,Stressed
Soybeans,27.5,41.0,30.4,6,15.0,Stressed
Soybeans,32.6,76.7,26.0,6,19.6,Stressed
Wheat,15.3,81.7,85.8,1,56.5,Moderate
Corn,24.5,49.3,45.9,5,33.6,Stressed
Tomato,32.1,71.7,49.9,2,28.5,Stressed
Corn,30.5,37.1,34.4,5,14.8,Stressed
Corn,15.7,57.2,77.7,2,52.1,Moderate
Corn,23.8,72.6,29.9,6,31.2,Stressed
Wheat,15.3,70.8,65.0,4,34.2,Stressed
Wheat,27.2,62.2,56.9,3,44.9,Stressed
Wheat,26.0,78.0,45.2,4,43.4,Stressed
Corn,28.4,49.0,52.1,3,34.3,Stressed
Wheat,19.3,61.3,68.5,3,48.7,Stressed
Soybeans,20.8,60.8,66.3,2,44.2,Stressed
Wheat,30.9,66.3,60.3,2,45.6,Stressed
Rice,31.2,69.1,39.3,4,15.2,Stressed
Wheat,35.0,40.6,54.4,2,22.3,Stressed
Wheat,33.5,70.2,44.4,4,28.2,Stressed
Wheat,15.1,41.9,67.2,4,48.3,Stressed
Wheat,32.3,73.8,56.5,2,33.4,Stressed
Rice,24.8,86.3,41.3,5,35.9,Stressed
Tomato,29.4,52.5,34.1,5,25.9,Stressed
Wheat,23.0,45.9,41.9,5,25.9,Stressed
Soybeans,19.5,84.9,69.1,2,40.6,Stressed
Rice,23.3,59.0,28.9,6,25.2,Stressed
Tomato,25.4,39.8,25.5,6,19.5,Stressed
Wheat,26.7,46.2,68.0,2,54.1,Moderate
Tomato,30.8,47.0,51.8,3,31.1,Stressed
Soybeans,18.8,78.1,36.3,6,20.2,Stressed
Rice,18.3,44.8,57.8,4,36.3,Stressed
Rice,15.2,24.9,57.5,5,23.9,Stressed
Tomato,23.7,59.2,70.1,2,58.5,Moderate
Wheat,19.8,64.4,57.2,4,34.7,Stressed
Corn,23.0,68.6,49.6,4,35.4,Stressed
Rice,25.1,19.3,25.6,6,28.6,Stressed
Corn,14.3,57.2,61.0,5,38.5,Stressed
Rice,21.7,53.5,62.7,3,42.7,Stressed
Wheat,27.2,66.3,50.0,4,35.9,Stressed
Wheat,25.4,30.2,71.9,1,46.0,Stressed
Rice,22.8,62.3,65.2,2,50.1,Moderate
Tomato,24.8,62.7,14.6,9,17.1,Stressed
Wheat,23.4,77.0,75.2,1,51.3,Moderate
Wheat,19.0,65.3,60.1,5,39.8,Stressed
Soybeans,18.0,70.4,44.0,6,28.5,Stressed
Wheat,41.1,41.4,25.2,3,0.0,Stressed
Soybeans,28.8,58.4,56.6,3,34.5,Stressed
Wheat,31.5,79.5,47.2,3,33.1,Stressed
Wheat,28.6,52.5,69.0,1,55.8,Moderate
Tomato,33.4,71.6,19.6,5,13.2,Stressed
Tomato,28.4,45.5,65.6,1,50.2,Moderate
Wheat,12.4,56.5,34.0,9,6.6,Stressed
Rice,20.0,35.7,41.5,5,25.8,Stressed
Rice,26.4,58.6,60.4,2,50.8,Moderate
Wheat,26.3,47.3,39.8,5,35.3,Stressed
Rice,25.8,77.1,57.2,3,52.2,Moderate
Wheat,18.3,90.4,75.7,2,50.5,Moderate
Tomato,21.6,34.0,41.9,6,29.3,Stressed
Corn,26.5,41.3,10.6,8,12.0,Stressed
Soybeans,25.2,73.8,63.3,3,53.6,Moderate
Rice,29.7,48.4,33.6,5,18.6,Stressed
Rice,18.6,58.6,39.3,7,29.2,Stressed
Tomato,27.9,82.6,27.5,7,27.3,Stressed
Rice,21.6,83.0,65.8,2,57.5,Moderate
Wheat,22.9,40.3,52.0,4,37.4,Stressed
Wheat,24.7,88.9,21.9,7,29.4,Stressed
Corn,14.6,70.0,57.5,6,32.2,Stressed
Corn,25.8,75.0,52.5,3,41.9,Stressed
Corn,32.5,49.9,5.0,9,0.0,Stressed
Wheat,17.7,48.4,59.3,3,33.1,Stressed
Corn,36.1,33.8,69.4,0,35.5,Stressed
Corn,21.1,41.3,66.3,2,51.8,Moderate
Wheat,28.5,70.2,45.8,4,31.2,Stressed
Tomato,17.1,66.8,57.4,4,38.2,Stressed
Rice,38.0,71.8,46.5,2,15.8,Stressed
Soybeans,18.6,63.5,33.9,7,22.4,Stressed
Wheat,26.2,59.6,43.4,5,33.8,Stressed
Wheat,21.8,49.4,46.8,4,20.8,Stressed
Soybeans,24.7,55.7,20.5,8,12.6,Stressed
Soybeans,25.7,73.4,24.5,5,17.2,Stressed
Corn,23.0,72.2,52.9,4,34.3,Stressed
Soybeans,20.9,63.7,71.9,2,63.9,Moderate
Rice,24.7,45.9,61.5,2,40.2,Stressed
Rice,24.6,52.7,62.3,2,53.4,Moderate
Rice,26.9,39.7,59.4,2,37.1,Stressed
Rice,27.9,54.6,38.1,3,18.8,Stressed
Rice,29.9,34.9,55.7,2,40.4,Stressed
Corn,28.4,54.9,28.3,6,27.2,Stressed
Wheat,25.8,49.9,41.1,4,33.5,Stressed
Soybeans,23.5,59.8,66.5,2,57.3,Moderate
Wheat,15.8,48.3,78.1,1,45.2,Stressed
Soybeans,25.9,71.0,55.1,4,44.0,Stressed
Corn,31.6,35.3,49.5,3,26.4,Stressed
Corn,20.4,36.1,58.3,5,39.6,Stressed
Tomato,21.0,55.9,41.5,6,25.5,Stressed
Tomato,32.8,63.9,17.0,6,3.5,Stressed
Corn,34.8,53.8,45.4,2,16.6,Stressed
Corn,20.0,55.1,41.0,5,20.4,Stressed
Soybeans,40.3,61.4,48.4,2,24.7,Stressed
Corn,27.5,67.5,55.5,3,44.0,Stressed
Wheat,30.5,53.6,25.2,5,12.9,Stressed
Soybeans,22.9,62.8,65.4,2,55.6,Moderate
Corn,26.5,74.7,37.1,4,34.4,Stressed
Soybeans,27.6,39.5,36.2,5,25.6,Stressed
Soybeans,19.6,79.0,64.9,3,48.4,Stressed
Rice,34.9,77.8,38.3,3,23.7,Stressed
Tomato,24.8,47.5,24.2,7,26.0,Stressed
Soybeans,22.0,67.8,56.2,4,49.1,Stressed
Soybeans,18.0,37.0,72.3,3,43.3,Stressed
Rice,28.4,64.5,61.0,2,43.2,Stressed
Corn,26.5,80.5,77.7,0,63.6,Moderate
Soybeans,19.1,44.3,39.2,6,21.6,Stressed
Rice,25.8,48.6,38.2,5,26.0,Stressed
Wheat,27.9,65.4,30.8,6,28.1,Stressed
Rice,22.6,54.8,48.9,4,35.8,Stressed
Tomato,27.2,62.9,40.2,4,26.4,Stressed
Tomato,25.0,96.7,60.2,3,50.8,Moderate
Corn,23.7,53.8,67.6,2,51.2,Moderate
Corn,19.2,36.5,61.3,3,34.0,Stressed
Tomato,26.2,50.1,44.8,3,31.0,Stressed
Tomato,12.6,62.8,78.7,2,42.0,Stressed
Soybeans,33.6,40.8,26.7,4,19.3,Stressed
Tomato,32.1,49.7,41.3,4,27.6,Stressed
Corn,18.9,77.8,56.5,5,38.7,Stressed
Tomato,16.4,84.5,67.2,4,38.1,Stressed
Corn,32.0,54.1,8.8,7,5.3,Stressed
Wheat,24.0,54.5,58.3,2,39.1,Stressed
Tomato,25.4,41.6,54.9,4,40.3,Stressed
Corn,25.1,63.8,74.0,1,51.8,Moderate
Rice,17.1,95.9,81.8,1,65.1,Moderate
Soybeans,29.7,54.5,45.7,4,19.4,Stressed
Corn,27.7,55.0,31.0,6,19.4,Stressed
Tomato,25.1,67.4,31.0,6,23.0,Stressed
Tomato,11.4,53.2,73.7,3,42.0,Stressed
Wheat,28.0,53.5,22.9,6,15.8,Stressed
Rice,27.3,80.7,33.3,5,32.7,Stressed
Corn,24.4,40.6,70.9,1,55.0,Moderate
Rice,30.8,43.8,26.6,5,16.4,Stressed
Wheat,31.8,69.7,49.4,2,39.6,Stressed
Soybeans,27.0,57.8,5.0,10,6.3,Stressed
Rice,15.9,43.9,75.7,3,50.4,Moderate
Wheat,17.4,64.4,60.8,5,42.6,Stressed
Corn,20.8,55.0,65.8,3,46.4,Stressed
Soybeans,23.5,62.6,60.5,3,45.8,Stressed
Tomato,30.0,55.8,62.9,2,35.7,Stressed
Wheat,27.0,37.8,38.0,4,20.1,Stressed
Tomato,24.0,75.9,81.0,1,67.1,Moderate
Soybeans,28.8,85.4,44.6,3,39.9,Stressed
Wheat,20.3,46.2,40.8,5,29.1,Stressed
Wheat,28.8,84.2,10.1,8,10.9,Stressed
Soybeans,26.4,58.4,70.7,1,43.4,Stressed
Corn,28.1,14.6,52.5,3,31.6,Stressed
Wheat,30.1,66.4,37.5,4,17.7,Stressed
Soybeans,24.7,27.0,45.1,5,27.1,Stressed
Rice,13.1,52.7,63.6,3,26.3,Stressed
Tomato,21.0,70.6,47.9,4,27.9,Stressed
Wheat,29.7,67.1,41.3,4,30.6,Stressed
Rice,21.6,49.2,56.1,4,29.2,Stressed
Wheat,21.0,69.4,43.4,5,36.4,Stressed
Corn,25.4,73.5,19.5,7,21.9,Stressed
Soybeans,31.6,51.0,38.3,3,18.6,Stressed
Wheat,27.7,54.9,61.3,1,46.4,Stressed
Soybeans,35.4,63.0,28.2,5,11.7,Stressed
Wheat,27.4,42.6,57.4,2,46.3,Stressed
Corn,27.2,47.8,60.2,2,46.5,Stressed
Corn,23.6,75.0,53.4,3,43.9,Stressed
Rice,15.7,94.5,68.3,4,43.1,Stressed
Corn,25.9,69.1,24.4,7,27.3,Stressed
Soybeans,25.2,64.0,60.3,1,40.6,Stressed
Corn,29.0,87.4,24.8,6,25.3,Stressed
Wheat,26.8,46.1,58.6,2,40.5,Stressed
Corn,26.6,61.2,27.6,6,20.5,Stressed
Soybeans,31.8,72.4,44.5,3,32.6,Stressed
Wheat,23.4,47.5,5.0,11,2.6,Stressed
Rice,30.0,35.4,64.1,2,41.4,Stressed
Rice,32.7,72.3,57.2,2,33.5,Stressed
Rice,21.7,74.3,34.0,5,27.0,Stressed
Wheat,22.6,72.7,47.5,4,33.6,Stressed
Rice,20.4,72.9,31.3,7,20.3,Stressed
Corn,16.9,61.3,68.1,3,43.9,Stressed
Wheat,36.1,62.1,59.5,1,31.0,Stressed
Wheat,44.1,63.4,34.4,2,10.6,Stressed
Wheat,26.3,76.6,5.0,9,14.7,Stressed
Tomato,23.0,64.2,66.6,2,50.6,Moderate
Soybeans,35.4,61.3,17.2,6,0.0,Stressed
Tomato,28.6,65.0,44.4,4,32.7,Stressed
Tomato,20.5,66.7,70.1,2,47.7,Stressed
Tomato,19.7,44.1,60.1,3,32.4,Stressed
Soybeans,29.9,80.8,34.8,4,27.2,Stressed
Tomato,27.3,50.1,22.7,6,20.1,Stressed
Rice,31.7,61.1,66.3,0,43.2,Stressed
Wheat,29.2,45.9,49.0,4,29.0,Stressed
Wheat,17.7,57.0,57.0,3,34.8,Stressed
Corn,20.4,68.0,50.9,4,38.5,Stressed
Rice,19.7,64.7,53.4,5,35.2,Stressed
Soybeans,26.3,52.0,40.9,4,46.0,Stressed
Wheat,24.3,49.7,68.4,2,58.5,Moderate
Tomato,22.3,63.9,68.6,2,55.5,Moderate
Corn,23.1,76.2,49.1,4,45.6,Stressed
Corn,29.0,81.5,35.5,5,30.6,Stressed
Wheat,23.9,90.2,51.9,4,46.0,Stressed
Rice,20.9,49.5,51.1,4,28.0,Stressed
Corn,17.2,48.4,67.3,3,44.3,Stressed
Wheat,19.6,58.2,83.6,1,55.0,Moderate
Rice,31.4,57.4,68.5,0,51.9,Moderate
Wheat,21.0,38.5,65.4,2,46.6,Stressed
Wheat,35.9,72.6,17.8,6,2.7,Stressed
Rice,28.8,48.4,50.9,3,31.5,Stressed
Rice,20.1,50.3,47.0,5,33.8,Stressed
Rice,21.3,66.5,41.6,5,31.8,Stressed
Wheat,12.3,42.1,93.9,1,57.7,Moderate
Corn,22.4,56.2,66.4,1,47.9,Stressed
Soybeans,36.7,71.1,11.8,6,0.0,Stressed
Soybeans,34.8,60.7,41.6,3,13.9,Stressed
Wheat,34.7,71.2,39.4,3,19.0,Stressed
Wheat,28.7,74.7,33.8,4,17.0,Stressed
Corn,23.9,58.7,57.9,4,44.0,Stressed
Rice,25.6,9.7,54.9,3,29.4,Stressed
Wheat,28.3,78.4,41.7,5,34.5,Stressed
Tomato,24.9,59.3,38.3,5,33.8,Stressed
Rice,20.3,71.9,42.3,5,29.4,Stressed
Wheat,24.6,80.5,65.5,2,59.6,Moderate
Tomato,16.9,32.6,43.7,6,15.6,Stressed
Corn,28.6,59.9,39.3,5,22.2,Stressed
Tomato,19.5,83.2,59.4,5,40.3,Stressed
Wheat,28.4,56.9,48.7,3,39.7,Stressed
Soybeans,18.5,74.6,47.4,4,38.8,Stressed
Wheat,24.0,43.6,50.7,4,37.7,Stressed
Soybeans,26.6,67.2,21.4,7,16.9,Stressed
Corn,24.0,41.2,73.8,1,49.0,Stressed
Corn,28.8,73.5,48.3,3,35.5,Stressed
Rice,27.7,53.2,46.0,3,29.0,Stressed
Rice,22.5,81.4,43.9,4,33.8,Stressed
Soybeans,21.5,82.0,95.5,0,64.3,Moderate
Soybeans,21.0,50.9,56.0,3,34.1,Stressed
Corn,20.2,85.2,88.5,1,69.6,Moderate
Tomato,37.6,51.2,48.7,2,19.6,Stressed
Soybeans,21.2,70.2,51.2,4,39.9,Stressed
Soybeans,31.6,59.5,52.5,3,33.3,Stressed
Tomato,26.0,53.7,37.5,4,29.3,Stressed
